"budget","popularity","revenue","runtime","vote_average","vote_count","release_year","release_month","budget_adjust","revenue_adjust","weight","History","Action","Documentary","Drama","Crime","Fantasy","Science Fiction","Romance","Horror","Comedy","Thriller","Western","Adventure","Music","War","Family","Animation","Mystery","based on novel","not based on novel","United States","United Kingdom","France","Japan","Australia","Germany","Canada","Spain","India","Mexico","Ireland","Italy","South Korea","China","South Africa","Hong Kong","New Zealand","Norway","Thailand","Fiji","Bulgaria","Russia","Brazil","Iran"
"50000000","21.637234","42277365","97.0","5.6","373","1996","8","86351179.09496495","73014006.33556406","6.181064222103069","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70000000","61.245957","23159305","86.0","7.6","1436","1999","8","113852941.17647062","37667928.42647059","7.019104642885388","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50000000","25.237969","34808403","119.0","7.1","775","2004","12","71723133.93329805","49931355.007464275","6.6388819563142905","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50000000","21.589393","25035950","139.0","6.6","428","2016","6","56450436.86225819","28265806.29523306","6.416522883092565","1","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50000000","22.442241","38955598","130.0","7.3","480","2003","2","73633152.17391305","57368469.51119566","6.615796706667645","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50000000","74.64653","71561644","114.0","6.3","1148","2015","3","57162566.398190856","81812944.53427392","6.328139670841671","0","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51500000","35.481169","55112356","100.0","7.2","848","2007","9","67304043.5608801","72024939.97993654","6.695238577241529","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50000000","14.723467","44434439","110.0","5.8","458","2005","9","69372759.85663083","61650793.322222225","6.205719327898186","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60000000","21.084542","66976317","148.0","6.2","367","1999","10","97588235.29411766","108935009.70882355","6.31905705697822","1","1","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49900000","21.408222","26121638","102.0","5.2","501","2011","4","60111421.318668626","31467109.966968827","6.024496575134869","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50000000","19.267479","38502340","84.0","5.8","391","2011","9","60231885.08884632","46381370.370633826","6.222244066481274","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50000000","3.314004","10541523","114.0","5.9","81","1997","11","84414330.21806855","17797112.070467293","6.326360666188535","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50000000","21.312186","16671505","99.0","5.8","274","1994","7","91420377.86774631","30482305.734480437","6.254575582042994","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50000000","7.44268","10382407","135.0","5.5","108","1995","10","88900918.63517061","18460110.398884516","6.286190520823564","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22000000","12.54949","24188922","108.0","6.5","235","2010","5","27338573.577429652","30058664.720713947","6.376958689967559","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50000000","18.394571","22944502","127.0","6.0","444","2005","9","69372759.85663083","31834468.545519713","6.261361301155297","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50000000","27.631262","40828540","95.0","5.6","760","2009","9","63152276.76344874","51568305.15855075","6.069409875551983","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60000000","40.721373","60052138","124.0","5.6","984","2013","2","69790562.2067592","69851207.8789648","6.022426938946245","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50000000","37.253774","55969000","100.0","4.7","797","2016","2","56450436.86225819","63189490.01487457","5.7112098924240335","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50000000","6.397388","6808550","88.0","5.0","76","2004","1","71723133.93329805","9766610.870831128","6.276534954407289","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50000000","30.387148","28931401","105.0","5.3","600","2011","2","60231885.08884632","34851856.40982667","6.012832518533815","0","1","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50000000","8.139676","12764201","97.0","3.9","112","2009","2","63152276.76344874","16121767.084325781","6.152702408024666","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49000000","21.746245","72700000","87.0","5.7","437","2001","11","74971936.7588933","111233873.51778659","6.18491513267989","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49000000","2.808428","20423389","104.0","6.2","71","1990","7","101587834.73603675","42342201.356771246","6.3456539542352415","0","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50000000","31.02233","36348784","116.0","7.2","666","2009","4","63152276.76344874","45910169.343656346","6.647391400709216","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48000000","25.170217","207515725","147.0","6.9","562","2000","12","75531707.31707318","326542020.9247968","6.522902802511947","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48000000","80.972475","474171806","127.0","7.6","3152","1989","5","104891612.90322582","1036180115.0953226","7.245345322142917","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49000000","116.700319","104399548","120.0","6.6","3062","2015","3","56019315.07022704","119354921.88982226","6.528496637942933","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"73000000","33.884459","151493655","118.0","6.5","826","1999","11","118732352.9411765","246399974.16176474","6.411918985270045","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48000000","53.043124","196397415","111.0","6.5","1267","2002","3","72298832.68482491","295818830.1420233","6.4273270485369665","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75000000","34.973086","108000000","114.0","6.6","692","1999","9","121985294.11764708","175658823.5294118","6.4414139205353","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50000000","40.371098","3324330","137.0","6.1","547","2015","3","57162566.398190856","3800544.6870899564","6.276785946341863","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48000000","18.60049","85498534","112.0","6.0","518","2001","7","73441897.2332016","130816136.40869567","6.250446664425335","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48000000","30.920075","50315140","120.0","7.1","695","2001","10","73441897.2332016","76984152.94071147","6.619954586640171","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48000000","19.348007","90383208","93.0","5.6","512","2000","10","75531707.31707318","142224958.60487807","6.135329269174232","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58000000","8.59075","25928721","127.0","6.6","68","1984","12","151263330.1251203","67621804.90250242","6.366559371680555","0","0","0","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55000000","48.801089","70016220","122.0","6.9","1188","2007","9","71878104.77375545","91502421.76404202","6.619570634464249","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48000000","88.844777","325771424","109.0","6.1","2200","2014","12","54941200.32441201","372880688.8740201","6.192180512264532","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48000000","16.000178","77745568","123.0","6.5","333","1998","6","79794846.62576689","129243659.8831902","6.384556704071642","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47000000","19.525659","102825796","96.0","5.7","594","1996","6","81170108.34926707","177582574.51956663","6.143718338399186","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47000000","7.859226","103738726","103.0","5.9","251","1990","6","97441392.5019128","215073317.40030608","6.278200325157272","0","1","0","0","1","0","0","0","0","1","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48000000","18.102572","124305181","113.0","6.6","339","1999","8","78070588.23529413","202178720.86176473","6.406272121382106","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48000000","7.226115","35743308","132.0","6.5","103","2001","10","73441897.2332016","54688674.01897234","6.3649900437448","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15000000","63.071046","125212904","93.0","7.2","1488","1982","10","42119689.119170986","351595239.3459068","6.81305305957757","0","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47000000","10.410933","38085778","75.0","4.6","104","2006","9","63172569.444444455","51190988.41597223","6.219581361827463","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47000000","6.067212","12379402","104.0","5.7","74","1996","2","81170108.34926707","21379519.183811348","6.31746347090489","0","0","0","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38000000","15.401855","299288605","105.0","6.3","584","1997","6","64154890.9657321","505284942.6595016","6.336774477345862","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46000000","41.322708","113714830","118.0","6.8","1148","2002","5","69286381.3229572","171280197.24902725","6.567107197902454","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46000000","25.6713","150000000","111.0","7.0","661","1996","11","79443084.76736777","259053537.28489488","6.576914615854671","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47000000","22.581313","10539000","80.0","4.4","420","2010","6","58405134.46087244","13096419.406024141","5.863674724827774","0","1","0","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46000000","12.971122","100860818","117.0","6.2","232","1996","7","79443084.76736777","174189011.1756533","6.329873142235327","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45000000","26.721386","181000000","86.0","6.4","1424","1997","3","75972897.19626169","305579875.3894082","6.378413550919229","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25000000","24.672234","15436808","127.0","6.6","573","2016","7","28225218.431129094","17428291.107176043","6.4310845590376005","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46000000","28.964162","341631208","91.0","5.0","543","1994","5","84106747.6383266","624641082.5354927","5.944792147669279","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45000000","49.353524","376141306","91.0","6.1","2757","2012","9","53109619.5893621","443927148.30012983","6.179379578499549","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48000000","36.585509","220673217","84.0","5.8","912","2003","10","70687826.08695653","324977291.3613587","6.120679357969388","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45000000","32.624355","212000000","111.0","6.1","961","2000","12","70810975.60975611","333598373.9837399","6.243743336054941","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45000000","53.090422","101702060","93.0","5.8","1309","2008","7","56634835.55733084","127997320.97648433","6.071007213953061","0","1","0","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40000000","30.002907","95149435","113.0","6.0","697","2004","8","57378507.14663844","136488313.40365273","6.2274687285298285","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45000000","17.923254","195268056","141.0","6.3","371","1993","12","84385121.10726646","366171523.4208997","6.34159476268412","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45000000","17.746719","117615211","119.0","6.4","278","1994","7","82278340.08097167","215048540.65229422","6.362265985223038","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45000000","31.305336","175372502","97.0","7.0","1111","2007","12","58809358.45125446","229189874.0580297","6.657417120237502","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45000000","19.637704","178051587","117.0","6.3","433","1992","6","86911261.5823236","343881956.7312188","6.34006608735133","0","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43000000","10.411996","154749918","101.0","5.6","406","2005","5","59660573.47670252","214708577.98494625","6.169512945398611","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46000000","88.496873","122126687","153.0","7.9","3085","2013","9","53506097.69184872","142054835.7696485","7.453166971505345","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45000000","52.081131","104876233","122.0","7.3","1634","2001","10","68851778.6561265","160464781.79565218","6.889193729003357","0","1","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45000000","30.816341","90683916","102.0","6.9","710","1999","12","73191176.47058825","147494722.20000002","6.551319495601677","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45000000","35.376971","141220678","83.0","5.4","982","2001","7","68851778.6561265","216073219.18498027","5.9349693601796485","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45000000","17.047276","165184237","103.0","6.5","501","2011","11","54208696.57996169","198987159.62945512","6.395607686245979","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45000000","43.815492","131183530","120.0","6.5","1905","1998","8","74807668.71165645","218078534.50368103","6.442004270136655","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30000000","23.234651","76669806","136.0","7.3","496","2005","1","41623655.913978495","106375920.79784948","6.622052279635254","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45000000","17.270539","94935764","89.0","5.9","299","2002","4","67780155.64202335","142994685.77587548","6.26651093970489","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45000000","27.684779","136885767","89.0","4.7","610","1997","4","75972897.19626169","231102406.7538318","5.812656378412926","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"45000000","26.79781","113916474","100.0","5.8","575","2000","7","70810975.60975611","179256370.26585367","6.179765713155656","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40000000","37.073127","244931766","135.0","7.0","1869","2003","9","58906521.739130445","360701959.9620652","6.7405672396291045","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"120000000","87.350802","363258859","95.0","6.8","2303","1998","11","199487116.5644172","603878852.9032516","6.642730247220044","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","26.134678","74558115","122.0","6.6","741","2001","10","53551383.3992095","114076862.91106722","6.445309017223908","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45000000","16.582709","170362582","110.0","5.5","313","1994","10","82278340.08097167","311492232.4192983","6.183338538201465","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45000000","10.731574","53854588","135.0","5.9","150","1996","8","77716061.18546847","93008143.46947101","6.305407043704911","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45000000","8.99269","56070433","95.0","5.6","176","2005","5","62435483.870967746","77795213.67132618","6.261112929623563","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50000000","51.742065","104478416","109.0","6.6","1315","2005","1","69372759.85663083","144959121.26738352","6.479872125092134","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45000000","12.06538","148412065","94.0","6.1","1292","2007","9","58809358.45125446","193955962.86835277","6.225055573197837","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40000000","44.120328","123494610","117.0","6.6","1006","2014","5","45784333.60367668","141352960.56239864","6.463447561664466","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45000000","6.156015","38399961","112.0","6.4","119","2006","1","60484375.00000001","51613280.913541675","6.357896204924759","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45000000","31.856589","82966152","131.0","6.2","766","2012","7","53109619.5893621","97917794.9225154","6.2955403412681665","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25000000","24.459948","56422687","94.0","6.1","537","2004","9","35861566.966649026","80936238.7315511","6.277773025885926","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40000000","28.029015","160583018","88.0","6.0","852","2003","4","58906521.739130445","236484676.01880437","6.210727202925781","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50000000","20.239061","55181129","88.0","5.5","366","2006","7","67204861.11111112","74168802.20798612","6.1609824008405525","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40000000","25.876582","30925690","137.0","6.5","562","1984","12","104319538.01732436","80653842.3416747","6.399114256256439","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","20.360549","75225693","119.0","6.7","796","2008","12","44049316.54459066","94675438.94980563","6.488288531395948","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55000000","32.31022","65664721","105.0","6.2","661","2006","3","73925347.22222224","88259769.09409724","6.300778845619684","0","1","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70000000","27.568194","72108608","101.0","5.4","676","2008","8","88098633.08918132","90752425.69662291","6.019788336456836","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45000000","13.707183","57881056","86.0","5.3","244","2009","7","56837049.087103866","73106409.3574535","6.182237309320223","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35000000","12.495436","29400000","123.0","6.5","215","2001","1","53551383.3992095","44983162.055335976","6.375283518966436","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45000000","6.803965","38058335","134.0","6.1","151","2005","12","62435483.870967746","52804234.68996416","6.326613159688039","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45000000","9.025236","17300889","100.0","4.7","136","1996","6","77716061.18546847","29879043.290822186","6.192080208173881","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
